id,section,turn_group,user_text,expected_pipeline,actual_pipeline,pipeline_pass,technique,remark,answer_text,sources,sources_count,rewrite_used,answer_len,agent_score,agent_notes,has_refusal,has_question_back,has_numbers,has_sources_line
123,K) Bulk realistic,bulk12,ground clearance of Hiace 12-seater,CSV_METHOD,CSV_METHOD,True,structured-feature,ground clearance from CSV,"Thanks. I don’t have 'transmission' captured for Hiace 12-seater in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications,1,False,258,8,refusal without asking clarifying info/next step,True,False,True,True
124,K) Bulk realistic,bulk12,does Yaris Cross HEV have apple carplay,CSV_METHOD,CSV_METHOD,True,structured-feature,carplay yes/no from CSV,"Thanks. I don’t have 'apple_carplay' captured for Yaris Cross HEV in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-hybrid-electric.html#color
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-hybrid-electric.html#color,1,False,268,8,refusal without asking clarifying info/next step,True,False,False,True
125,K) Bulk realistic,bulk12,specs of Corolla Cross HEV,CSV_METHOD,CSV_METHOD,True,structured-specs,specs from CSV,"Corolla Cross HEV — key specifications (official data):
- Price (USD): $49,900
- Seats: 5
- Fuel: hybrid
- Body type: SUV
Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html,1,False,237,10,,False,False,True,True
126,K) Bulk realistic,bulk12,Explain the difference between trims/variants for Veloz,RAG,SYSTEM,False,semantic-official,variant explanation from KB,"Tell me a model name and what you want (price, specs, feature, compare, or recommend).
[PIPELINE=SYSTEM]",,0,False,104,7,no sources for an explanatory query,False,False,False,False
127,K) Bulk realistic,bulk12,how many airbags does Raize have,CSV_METHOD,CSV_METHOD,True,structured-feature,airbags from CSV,"Thanks. I don’t have 'airbags' captured for Raize in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/raize/raize.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/raize/raize.html#specifications,1,False,233,8,refusal without asking clarifying info/next step,True,False,False,True
128,K) Bulk realistic,bulk12,how much is Hilux Revo Rally,CSV_METHOD,CSV_METHOD,True,structured-price,price from CSV,"Sure — here are the official prices from our dataset:

Hilux Revo Rally — Price (USD): $50,600
Sources: https://www.toyota.com.kh/en/models/hilux-revo/hilux-revo-rally.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hilux-revo/hilux-revo-rally.html#specifications,1,False,209,10,,False,False,True,True
129,K) Bulk realistic,bulk12,what is the transmission of COROLLA CROSS GASOLINE,CSV_METHOD,CSV_METHOD,True,structured-feature,transmission from CSV,"Thanks. I don’t have 'transmission' captured for COROLLA CROSS GASOLINE in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications,1,False,291,8,refusal without asking clarifying info/next step,True,False,False,True
130,K) Bulk realistic,bulk12,how many seats does Fortuner Legender have,CSV_METHOD,CSV_METHOD,True,structured-feature,seats from CSV,"Thanks. I don’t have 'transmission' captured for Fortuner Legender in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications,1,False,265,8,refusal without asking clarifying info/next step,True,False,False,True
131,K) Bulk realistic,bulk13,What are the available colors for Vios?,RAG,CSV_METHOD,False,semantic-official,colors from KB,"Thanks. I don’t have 'transmission' captured for Vios in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/vios/vios.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/vios/vios.html#specifications,1,False,235,8,refusal without asking clarifying info/next step,True,False,False,True
132,K) Bulk realistic,bulk13,summary of Hiace 12-seater,CSV_METHOD,CSV_METHOD,True,structured-summary,summary from CSV,"Thanks. I don’t have a summary captured for Hiace 12-seater in the current dataset yet.
Sources: https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications,1,False,196,8,refusal without asking clarifying info/next step,True,False,True,True
133,K) Bulk realistic,bulk13,ground clearance of Yaris Cross HEV,CSV_METHOD,CSV_METHOD,True,structured-feature,ground clearance from CSV,"Thanks. I don’t have 'ground_clearance' captured for Yaris Cross HEV in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-hybrid-electric.html#color
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-hybrid-electric.html#color,1,False,271,8,refusal without asking clarifying info/next step,True,False,False,True
134,K) Bulk realistic,bulk13,does Corolla Cross HEV have apple carplay,CSV_METHOD,CSV_METHOD,True,structured-feature,carplay yes/no from CSV,"Thanks. I don’t have 'apple_carplay' captured for Corolla Cross HEV in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html,1,False,268,8,refusal without asking clarifying info/next step,True,False,False,True
135,K) Bulk realistic,bulk13,specs of Veloz,CSV_METHOD,CSV_METHOD,True,structured-specs,specs from CSV,"Veloz — key specifications (official data):
- Price (USD): $35,900
- Seats: 7
- Fuel: gasoline
- Body type: MVP
Sources: https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications,1,False,230,10,,False,False,True,True
136,K) Bulk realistic,bulk13,What warranty does Raize have in Cambodia?,RAG,CSV_METHOD,False,semantic-official,warranty from KB,"Thanks. I don’t have 'transmission' captured for Raize in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/raize/raize.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/raize/raize.html#specifications,1,False,238,8,refusal without asking clarifying info/next step,True,False,False,True
137,K) Bulk realistic,bulk13,how many airbags does Hilux Revo Rally have,CSV_METHOD,CSV_METHOD,True,structured-feature,airbags from CSV,"Thanks. I don’t have 'airbags' captured for Hilux Revo Rally in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/hilux-revo/hilux-revo-rally.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hilux-revo/hilux-revo-rally.html#specifications,1,False,260,8,refusal without asking clarifying info/next step,True,False,False,True
138,K) Bulk realistic,bulk13,how much is COROLLA CROSS GASOLINE,CSV_METHOD,CSV_METHOD,True,structured-price,price from CSV,"Sure — here are the official prices from our dataset:

COROLLA CROSS GASOLINE — Price (USD): $47,900
Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications,1,False,235,10,,False,False,True,True
139,K) Bulk realistic,bulk13,what is the transmission of Fortuner Legender,CSV_METHOD,CSV_METHOD,True,structured-feature,transmission from CSV,"Thanks. I don’t have 'transmission' captured for Fortuner Legender in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications,1,False,265,8,refusal without asking clarifying info/next step,True,False,False,True
140,K) Bulk realistic,bulk13,how many seats does Vios have,CSV_METHOD,CSV_METHOD,True,structured-feature,seats from CSV,"Thanks. I don’t have 'transmission' captured for Vios in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/vios/vios.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/vios/vios.html#specifications,1,False,235,8,refusal without asking clarifying info/next step,True,False,False,True
141,K) Bulk realistic,bulk14,Explain the main safety features of Hiace 12-seater in simple words,RAG,CSV_METHOD,False,semantic-official,explain safety; should be agent-like,"Thanks. I don’t have 'transmission' captured for Hiace 12-seater in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications,1,False,258,8,refusal without asking clarifying info/next step,True,False,True,True
142,K) Bulk realistic,bulk14,summary of Yaris Cross HEV,CSV_METHOD,CSV_METHOD,True,structured-summary,summary from CSV,"Thanks. I don’t have a summary captured for Yaris Cross HEV in the current dataset yet.
Sources: https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-hybrid-electric.html#color
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/yaris-cross/yaris-cross-hybrid-electric.html#color,1,False,205,8,refusal without asking clarifying info/next step,True,False,False,True
143,K) Bulk realistic,bulk14,ground clearance of Corolla Cross HEV,CSV_METHOD,CSV_METHOD,True,structured-feature,ground clearance from CSV,"Thanks. I don’t have 'ground_clearance' captured for Corolla Cross HEV in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric.html,1,False,271,8,refusal without asking clarifying info/next step,True,False,False,True
144,K) Bulk realistic,bulk14,does Veloz have apple carplay,CSV_METHOD,CSV_METHOD,True,structured-feature,carplay yes/no from CSV,"Thanks. I don’t have 'apple_carplay' captured for Veloz in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/veloz/veloz-manual-transmission.html#specifications,1,False,259,8,refusal without asking clarifying info/next step,True,False,False,True
145,K) Bulk realistic,bulk14,specs of Raize,CSV_METHOD,CSV_METHOD,True,structured-specs,specs from CSV,"Raize — key specifications (official data):
- Price (USD): $26,800
- Seats: 5
- Fuel: gasoline
- Body type: SUV
Sources: https://www.toyota.com.kh/en/models/raize/raize.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/raize/raize.html#specifications,1,False,210,10,,False,False,True,True
146,K) Bulk realistic,bulk14,Explain the difference between trims/variants for Hilux Revo Rally,RAG,SYSTEM,False,semantic-official,variant explanation from KB,"Tell me a model name and what you want (price, specs, feature, compare, or recommend).
[PIPELINE=SYSTEM]",,0,False,104,7,no sources for an explanatory query,False,False,False,False
147,K) Bulk realistic,bulk14,how many airbags does COROLLA CROSS GASOLINE have,CSV_METHOD,CSV_METHOD,True,structured-feature,airbags from CSV,"Thanks. I don’t have 'airbags' captured for COROLLA CROSS GASOLINE in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/corolla-cross/corolla-cross-hybrid-electric-old.html#specifications,1,False,286,8,refusal without asking clarifying info/next step,True,False,False,True
148,K) Bulk realistic,bulk14,how much is Fortuner Legender,CSV_METHOD,CSV_METHOD,True,structured-price,price from CSV,"Sure — here are the official prices from our dataset:

Fortuner Legender — Price (USD): $65,500
Sources: https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/fortuner/fortuner-legender.html#specifications,1,False,209,10,,False,False,True,True
149,K) Bulk realistic,bulk14,what is the transmission of Vios,CSV_METHOD,CSV_METHOD,True,structured-feature,transmission from CSV,"Thanks. I don’t have 'transmission' captured for Vios in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/vios/vios.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/vios/vios.html#specifications,1,False,235,8,refusal without asking clarifying info/next step,True,False,False,True
150,K) Bulk realistic,bulk14,how many seats does Hiace 12-seater have,CSV_METHOD,CSV_METHOD,True,structured-feature,seats from CSV,"Thanks. I don’t have 'transmission' captured for Hiace 12-seater in the current dataset yet.
If you want, I can share the official page link we used.
Sources: https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications
[PIPELINE=CSV_METHOD]",https://www.toyota.com.kh/en/models/hiace/hiace-12-seater.html#specifications,1,False,258,8,refusal without asking clarifying info/next step,True,False,True,True
